epoch,trn loss,trn acc,val loss,val acc
0,3.004226596805993,0.25764615384615386,2.482421672344208,0.3596
1,2.1095840761980673,0.44532307692307693,2.034579557180405,0.4564
2,1.7236891011084159,0.5354384615384615,1.7676072359085082,0.5282
3,1.4866914819544694,0.5928461538461538,1.5965728223323823,0.5692
4,1.310480285113252,0.6348076923076923,1.4952615320682525,0.5904
5,1.180842038684004,0.6681384615384616,1.3934671878814697,0.623
6,1.0748098685046819,0.6941846153846154,1.3287435114383697,0.6342
7,0.9840983649877113,0.7164461538461538,1.2793585121631623,0.6488
8,0.9060637785459128,0.737376923076923,1.2155363589525223,0.6668
9,0.8417210903928036,0.7529923076923077,1.1882671952247619,0.674
10,0.78296039681735,0.7683538461538462,1.1933493614196777,0.6692
11,0.7290278538240222,0.7818538461538461,1.143804132938385,0.6916
12,0.6827765902665657,0.7939615384615385,1.135316401720047,0.6944
13,0.6383974416636107,0.8056,1.1346658557653426,0.6988
14,0.5966231601210091,0.8176692307692308,1.1332880944013595,0.701
15,0.5550223974965689,0.8286153846153846,1.1423538625240326,0.7004
16,0.5187032844020626,0.8386461538461538,1.1391613006591796,0.7034
17,0.4822383170404772,0.8489076923076924,1.123253932595253,0.7086
18,0.4508406910605318,0.856323076923077,1.1642234951257706,0.706
19,0.42276017719835746,0.8640769230769231,1.1371151238679886,0.7084
20,0.3912552174503409,0.8739846153846154,1.170988529920578,0.7098
21,0.36333993127144226,0.8822,1.208309406042099,0.7054
22,0.33891814040738766,0.8889384615384616,1.2017392694950104,0.7098
23,0.3149030213867586,0.8959307692307692,1.237726628780365,0.707
24,0.2937630078806652,0.9027538461538461,1.2834930539131164,0.7038
25,0.2778119094317823,0.9068846153846154,1.254509049654007,0.7082
26,0.2608643786937702,0.9128615384615385,1.2589107036590577,0.7144
27,0.24663523452605787,0.9169461538461539,1.330016028881073,0.708
28,0.22685184859208704,0.9240384615384616,1.3097188889980316,0.7116
29,0.2163711078464985,0.9279076923076923,1.3775294125080109,0.706
30,0.21094441779075176,0.9295461538461538,1.3317800283432006,0.716
31,0.1989919115737902,0.9330307692307692,1.3525521159172058,0.7078
32,0.18410821008224657,0.9389153846153846,1.3573521018028258,0.7114
33,0.1823677187565509,0.9400538461538461,1.4121415555477141,0.7108
34,0.1709561452240221,0.9423769230769231,1.3928295910358428,0.7122
35,0.16294213236258256,0.9448846153846154,1.3978539943695067,0.715
36,0.1572669867690154,0.9475230769230769,1.4433883845806121,0.7092
37,0.15545664894885905,0.9481538461538461,1.4834036350250244,0.7136
38,0.14706063368101055,0.9512692307692308,1.4770418047904967,0.7156
39,0.14365682596942103,0.9508230769230769,1.5017906486988069,0.7078
