epoch,trn loss,trn acc,val loss,val acc
0,2.6028624754252396,0.3406923076923077,2.1005287528038026,0.4478
1,1.7021865443451198,0.5386153846153846,1.672657859325409,0.547
2,1.3765395067808197,0.6164692307692308,1.5113710761070251,0.5886
3,1.1882716840881062,0.6657,1.3390534162521361,0.6312
4,1.0507619463083313,0.6999461538461539,1.2773117959499358,0.647
5,0.9445380075710026,0.7269384615384615,1.1978495299816132,0.6662
6,0.8654949579417236,0.7462384615384615,1.176400950551033,0.6744
7,0.7950149564527151,0.7661692307692308,1.1516413182020186,0.6876
8,0.728519135103451,0.7831384615384616,1.120049822330475,0.6976
9,0.6772437244653702,0.7957384615384615,1.111883145570755,0.6992
10,0.629527514081771,0.8081,1.1050946891307831,0.7008
11,0.5831422485469833,0.8208538461538462,1.1040536701679229,0.7036
12,0.5410652601812768,0.8327230769230769,1.0692176192998886,0.7084
13,0.49999569379907893,0.8422307692307692,1.0761909574270248,0.7076
14,0.46586107198647625,0.8536076923076923,1.1128341674804687,0.7116
15,0.4274102716347364,0.8634692307692308,1.1171406596899032,0.7154
16,0.40486092534004237,0.8699538461538462,1.136548474431038,0.7066
17,0.3726193613013414,0.8790923076923077,1.1686572134494781,0.7152
18,0.34712475010259886,0.8861846153846153,1.1600110203027725,0.719
19,0.3209986776465506,0.8947461538461539,1.1716945946216584,0.7192
20,0.2992367542928129,0.9010230769230769,1.2454310297966003,0.7064
21,0.282913789681093,0.9062846153846154,1.2338644474744798,0.7098
22,0.261717958654475,0.9121846153846154,1.225815212726593,0.7218
23,0.248388664459619,0.9181076923076923,1.257768166065216,0.714
24,0.23095235869464442,0.9230384615384616,1.3064613819122315,0.7134
