epoch,trn loss,val loss
0,0.025855899805855738,0.02139194030314684
1,0.01634465578272499,0.018887361837551
2,0.01444903928621518,0.017720310110598804
3,0.01330948926281096,0.01676201701629907
4,0.012592143702731417,0.016061477060429753
5,0.012024293082590237,0.015882578096352518
6,0.011683941132198344,0.015302559710107744
7,0.011266385313255464,0.015464408858679234
8,0.011269619934513843,0.014921825006604194
9,0.010717704094667721,0.01903284452855587
10,0.010617504121394696,0.014912018505856394
11,0.010400385506942458,0.01440484772901982
12,0.010376534100225944,0.015635471185669304
13,0.010033142539364557,0.013931671180762351
14,0.009852451229684318,0.01465550425928086
15,0.009725449213072453,0.014804758923128247
16,0.009760038440911407,0.013623355142772197
17,0.009660670958646375,0.01400119645986706
18,0.00948845248992049,0.013389410451054573
19,0.009336311257385656,0.014915735251270235
20,0.00932111620754517,0.014043319527991116
21,0.00926097161567396,0.013057259051129222
22,0.009171249027781951,0.013610881986096501
23,0.009152390544511758,0.014683066750876606
24,0.009215426986934398,0.01345185930840671
25,0.00882851951948081,0.014154477859847248
26,0.008982104542628518,0.012997776339761912
27,0.008737291227732822,0.013802114012651145
28,0.008706421645882532,0.013587612099945546
29,0.008669727956729495,0.013555204588919878
30,0.008378714743788963,0.012942952825687826
31,0.008308469448476942,0.012269913568161428
32,0.007897217765333146,0.01185435620136559
33,0.007674953453407777,0.011649598833173513
34,0.007546050216008975,0.01200459806714207
35,0.007568977203029465,0.011878101178444922
36,0.007459682410153905,0.011504065524786711
37,0.007412538079519236,0.011647910205647349
38,0.0073437085558521,0.011859879456460476
39,0.0072760820649124276,0.011316142743453383
40,0.007262438680980296,0.011408839514479041
41,0.0071892495515506975,0.01119758014101535
42,0.007176760987444656,0.011478345189243556
43,0.007143127158610517,0.011475973553024233
44,0.007151080803729329,0.011398040968924762
45,0.007088974912973546,0.011217038868926466
46,0.007073342378478585,0.011478795483708382
47,0.007057217987415593,0.011086848471313715
48,0.007013181929832222,0.011163755925372243
49,0.00701386136539999,0.011442142468877137
50,0.006954227552628218,0.011173723894171417
51,0.006994795309027701,0.011282008304260672
52,0.0069124551758529456,0.011122343153692782
53,0.006860238588855081,0.01125192167237401
54,0.006846734364315369,0.011040581786073745
55,0.006883169678828173,0.011322113662026822
56,0.006838968561734916,0.010962937772274018
57,0.006816957881545838,0.010978552047163248
58,0.00680647392557406,0.01116169213782996
59,0.006758862809373403,0.011049151862971484
