epoch,trn loss,val loss
0,0.06673062120116954,0.06190526569262147
1,0.0561266033323555,0.0610908642411232
2,0.05304549422159087,0.0551151541993022
3,0.0507620928963045,0.0537254530005157
4,0.04937067871737316,0.05266159903258085
5,0.04851779125000196,0.052934033516794446
6,0.047962044006374875,0.05201605940237641
7,0.04768916597135189,0.051804173924028876
8,0.047405667753347494,0.05180382244288921
9,0.04712874101709545,0.051472551096230744
10,0.04679027861570866,0.050934689585119486
11,0.04724356929558938,0.050827411282807586
12,0.0470695172869197,0.05100955422967672
13,0.046345312327997185,0.05043100733309984
14,0.046104876874528064,0.05042337477207184
15,0.04605048343055244,0.050328370090574025
16,0.045885618130757116,0.05049343854188919
17,0.04573601342400345,0.05011817933991551
18,0.04558845313529917,0.049793826416134834
19,0.04552574550703637,0.05013944171369076
