epoch,trn loss,trn acc,val loss,val acc
0,3.0422054360232016,0.2504153846153846,2.5048592507839205,0.3658
1,2.0675487702521753,0.45513846153846155,1.951589620113373,0.486
2,1.6484284524138517,0.5537846153846154,1.6934989362955093,0.5466
3,1.3936851676993482,0.6158076923076923,1.5285391062498093,0.5882
4,1.2156064535571833,0.6615692307692308,1.3615702539682388,0.6326
5,1.088341464207867,0.6923846153846154,1.2858384877443314,0.6514
6,0.9950733458197961,0.7175769230769231,1.237067386507988,0.6596
7,0.9100913696988361,0.7381461538461539,1.1588355049490928,0.6838
8,0.8474492728710175,0.7548692307692307,1.0825249284505845,0.7022
9,0.7905802879277177,0.7695153846153846,1.0747294202446938,0.7106
10,0.7460297593978915,0.7798,1.0575335279107094,0.7102
11,0.7024133469704099,0.7909923076923077,1.0187306880950928,0.722
12,0.6623061764838658,0.8015,1.0099757447838784,0.7262
13,0.6312543935193791,0.8107846153846154,1.018172839283943,0.7264
14,0.5998609205927905,0.8177769230769231,1.0081384852528572,0.7206
