epoch,trn loss,val loss
0,0.04804559405819755,0.046062388364225625
1,0.0405062383194784,0.043344934564083816
2,0.03875383209642463,0.041978512052446605
3,0.037636485031446607,0.04141147108748555
4,0.03649221253984674,0.04007472544908523
5,0.03560056408141248,0.039707425702363255
6,0.035132087603959396,0.03931940849870443
7,0.03481239009663228,0.03917704094201326
8,0.034556253661042244,0.03869271706789732
9,0.03431363082784191,0.03820347068831324
10,0.03409974499033603,0.03840162390843034
11,0.03396345579842707,0.03809355301782489
12,0.033731009558165874,0.0379350196570158
13,0.03359940569429827,0.03785761296749115
14,0.03343996837529845,0.03745770351961255
15,0.033295889878205545,0.03751314654946327
16,0.03319285873426345,0.037466270569711926
17,0.03302988045716908,0.037485476862639186
18,0.032888374614023316,0.03720968021079898
19,0.032842736713236245,0.03724052794277668
20,0.03271598055936748,0.036969068180769685
21,0.032698486880289285,0.03717748252674937
22,0.032591573569527646,0.03703092616051436
23,0.032516529176780204,0.03695906037464738
24,0.032453486483221446,0.0368816789239645
25,0.0323948629244458,0.03659008806571364
26,0.032315310268611536,0.03673648731783032
27,0.032312071911521315,0.0366066774353385
28,0.032197846728560374,0.03686968116089702
29,0.032161965297065734,0.036395083926618096
30,0.03212373888699382,0.03703135494142771
31,0.0320916529964861,0.03640045039355755
32,0.032013723727564995,0.03641862869262695
33,0.03198697792703477,0.03633658867329359
34,0.03195066489352603,0.03638495923951268
35,0.0319300335501944,0.036314962431788445
36,0.03192803262197596,0.03630957351997495
37,0.03194392649603524,0.03618695242330432
38,0.03187102816199634,0.036179413367062804
39,0.03180670781853044,0.03607852654531598
40,0.03179797943769477,0.03619434218853712
41,0.03176809475192521,0.035981861688196656
42,0.031717009208069774,0.03623624462634325
43,0.03165875498836083,0.03596517564728856
44,0.03171282464557686,0.03596488144248724
45,0.03162276252598216,0.036054215393960476
46,0.03162878314693143,0.03585616163909435
47,0.03154402966134426,0.03593725664541125
48,0.03158476104497851,0.03600127901881933
49,0.031500446514820486,0.03601239714771509
50,0.03147226877099886,0.03592535024508834
51,0.031521738356521986,0.03581855557858944
52,0.03147595400342674,0.03584566079080105
53,0.03146057117063054,0.03585238298401237
54,0.03141228614492327,0.03575637806206942
55,0.03144597752371759,0.036035512946546076
56,0.03144798143656822,0.03585634129121899
57,0.03139016493113609,0.035684816911816596
58,0.03139386667437324,0.0357352502644062
59,0.03138081223417924,0.03558618547394872
