epoch,trn loss,trn acc,val loss,val acc
0,3.182177770090854,0.2217,2.6383193373680114,0.3242
1,2.2021996885772763,0.4245,2.083642742037773,0.449
2,1.7607898980848433,0.5268307692307692,1.7370985269546508,0.5278
3,1.4890374120060854,0.5929923076923077,1.573220705986023,0.5768
4,1.2972873372473115,0.6406923076923077,1.4415220618247986,0.6198
5,1.156051738349002,0.6766692307692308,1.344989576935768,0.6284
6,1.0428702932760472,0.7052846153846154,1.2672936171293259,0.6566
7,0.9557065510843682,0.7262923076923077,1.1825842276215552,0.6754
8,0.8850428633333192,0.7438538461538462,1.128326366841793,0.6958
9,0.8284455091641174,0.7578307692307692,1.0960630387067796,0.7028
10,0.7713113310123523,0.7747923076923077,1.1040502309799194,0.7072
11,0.7285787700785427,0.7842384615384616,1.0779671385884284,0.7044
12,0.6828273514241684,0.7958076923076923,1.03910491168499,0.717
13,0.6506178345619225,0.8048076923076923,1.0439269423484803,0.7246
14,0.6170668482311129,0.8120153846153846,1.0374990344047545,0.7154
