epoch,trn loss,trn acc,val loss,val acc
0,3.094423728078369,0.24003076923076924,2.541349357366562,0.3508
1,2.101047975458498,0.44950769230769233,2.000253936648369,0.474
2,1.6632220997350422,0.5494153846153846,1.6917128175497056,0.5482
3,1.3943933358811957,0.6160384615384615,1.4959468960762023,0.593
4,1.2140558885894424,0.660823076923077,1.4076009511947631,0.6194
5,1.0812654992726844,0.6947076923076924,1.2454503446817398,0.6592
6,0.9889597179969465,0.7183076923076923,1.2350742727518083,0.6636
7,0.9037277474412768,0.7396692307692307,1.197154450416565,0.6696
8,0.8309002214177387,0.7589692307692307,1.1509643256664277,0.682
9,0.7686270108725143,0.7747615384615385,1.11311294734478,0.7046
10,0.7156671393574692,0.7879692307692308,1.1106190532445908,0.6962
11,0.6707209777526968,0.8006615384615384,1.0409885197877884,0.7084
12,0.6676025478623984,0.7996923076923077,1.0281582430005074,0.7244
13,0.6317700503731337,0.8083307692307692,1.0004573494195939,0.7306
14,0.5953532136742055,0.8192461538461538,1.002399554848671,0.7302
