epoch,trn loss,trn acc,val loss,val acc
0,3.175262361764908,0.22483076923076922,2.685141313076019,0.3216
1,2.232721364638937,0.41928461538461537,2.086771693825722,0.4428
2,1.8018516413574144,0.5183,1.8439566791057587,0.5166
3,1.5326573316037186,0.5824923076923076,1.6032829403877258,0.5682
4,1.3378434060948101,0.6308615384615385,1.4708590865135194,0.606
5,1.1969848872991058,0.6650615384615385,1.4475007742643355,0.6198
6,1.0787267836881436,0.6955615384615385,1.2790133267641068,0.6496
7,0.9929455566828645,0.7151846153846154,1.2448185056447982,0.6674
8,0.9155826641349342,0.7358692307692307,1.1920511215925216,0.6716
9,0.8487983419611229,0.7531846153846153,1.1094465255737305,0.6964
10,0.7962275201117429,0.7660692307692307,1.0953059136867522,0.699
11,0.7484569891876592,0.7781153846153847,1.0834006115794181,0.7078
12,0.7034525863063616,0.7903846153846154,1.06508719176054,0.7064
13,0.6643475298219779,0.8017153846153846,1.0535088136792183,0.7076
14,0.6302228483745432,0.810123076923077,1.0460010081529618,0.716
