epoch,trn loss,trn acc,val loss,val acc
0,0.8694188004931597,0.7574153846153846,0.756879237294197,0.7776
1,0.5842487614337853,0.8260538461538461,0.7142551064491272,0.7974
2,0.5088017455001516,0.8457076923076923,0.7110178418457508,0.7938
3,0.4682508784778944,0.8562538461538461,0.6683838173747063,0.8078
