epoch,trn loss,val loss
0,0.05336999111464174,0.04714360060170293
1,0.04139074592623772,0.04669622490182519
2,0.03929010074307013,0.0426262678578496
3,0.039515273143192677,0.04271714277565479
4,0.0373801707407445,0.04124918039888144
5,0.03638249760911631,0.04155578650534153
6,0.035971739318397804,0.04025729522109032
7,0.03586185178682795,0.040796639025211336
8,0.03572439929969081,0.03922100905328989
9,0.03490761779688709,0.03964935652911663
10,0.03515147515132613,0.03906962936744094
11,0.034370407291622024,0.03835305431857705
12,0.034038584120204954,0.038468840345740316
13,0.03381539401084947,0.042314899060875176
14,0.03415479642287718,0.03795575881376863
15,0.03350788565337893,0.037428172584623096
16,0.03336289966676941,0.03793787267059088
17,0.03310123102292125,0.03749952632933855
18,0.032983831865126344,0.03714814689010382
19,0.03290400979123775,0.036977074760943654
