epoch,trn loss,val loss
0,0.058745553555685705,0.052893892582505944
1,0.04694748181468389,0.04964091507717967
2,0.04508130233294851,0.049453589506447314
3,0.043822102098337076,0.047623710986226794
4,0.043201159051524135,0.04761746441945434
5,0.04385428037494421,0.0481869600713253
6,0.04221573989017038,0.04577906848862767
7,0.04099342596211185,0.04524722350761294
8,0.04053554800155712,0.04431153694167733
9,0.040101029224488445,0.04352248962968588
10,0.039629130638901174,0.04334384454414249
11,0.03936894343593928,0.04313061498105526
12,0.03915453587446039,0.04276756793260574
13,0.03889948996077255,0.042776857316493985
14,0.03872403567730207,0.04276236006990075
15,0.03848720088190451,0.04214995233342052
16,0.038544721391756,0.04267404666170478
17,0.03828656649965001,0.04223136901855469
18,0.038085619693504665,0.04195188907906413
19,0.0379537420318,0.041811616998165844
