epoch,trn loss,val loss
0,0.03059549614471772,0.023266539396718144
1,0.016442639172979168,0.019497799361124633
2,0.01456071611853155,0.020370938489213584
3,0.013487146693413828,0.01790743716992438
4,0.012949723600021263,0.017123907431960107
5,0.012356200754114493,0.016033691354095936
6,0.01186211996502793,0.016329089039936663
7,0.011803142773170816,0.0167139592114836
8,0.011318718596530242,0.01720346543006599
9,0.010951516665811614,0.015212091174907983
10,0.010920824730534136,0.01565656119491905
11,0.01073821136768262,0.014491501706652343
12,0.012253350932994404,0.01562802311964333
13,0.010661260922454063,0.01439022533595562
14,0.010359812345938742,0.01531931571662426
15,0.010086848630613874,0.014236025023274123
16,0.010081278548418273,0.01438447057735175
17,0.009759424642043732,0.013697267696261405
18,0.009841710105391704,0.013899472844786941
19,0.009498794066745378,0.015146591933444142
20,0.009395628409940515,0.013264826545491815
21,0.009325109058752744,0.013027111953124403
