model,pose,background,pattern,color,smaller,shape,partial_view,subcategory,texture,larger,darker,object_blocking,person_blocking,style,brighter,multiple_objects
a2mim_resnet50_,0.7139856356351852,1.079956969616849,0.9054439115628622,1.182162385618359,1.6198625744388457,1.7047165235178516,0.9865905967600885,2.0364072025088973,2.2770148439099036,1.1828492899679341,1.6620833114303522,1.408153916628493,1.8306000916170408,1.3754061511255047,1.0561154374713697,1.6897846999541917
moco_v3_resnet50_,0.751255698684923,1.0739795549172133,0.9159245476828116,1.109476270639799,1.6892914469158449,1.6298500668159572,1.0495924621125263,1.843543294586633,2.1371489068972083,0.9633417411908584,1.559989624879239,1.8977651561921225,1.879691202323626,1.393375745908502,0.9612057284609451,1.3216578766337996
